0.536,0.966,2,-2.037,0,0.137,0.00116, 0.00531,0.173,0.379,125.008,192008,4,Angry
0.434,0.768,4,-5.824,1,0.0375,0.00632, 0,0.0939,0.221,143.993,277360,4,Angry
0.345,0.926,3,-4.444,0,0.159,0.000246, 0.000487,0.14,0.214,154.892,227107,3,Angry
0.517,0.991,1,-3.833,1,0.0957,0.0000196, 0.000292,0.164,0.321,118.018,256873,4,Angry
0.457,0.878,9,-5.767,1,0.0682,0.000389, 0,0.307,0.245,164.941,202053,4,Angry
0.609,0.937,6,-2.912,1,0.0495,0.00324, 0.000294,0.129,0.493,95.961,252933,4,Angry
0.612,0.654,0,-5.455,1,0.0287,0.0136, 0.0000116,0.121,0.322,122.101,196253,4,Angry
0.49,0.833,6,-5.899,1,0.0487,0.0116, 0.000504,0.15,0.39,89.981,187347,4,Angry
0.486,0.904,6,-3.751,0,0.0638,0.0000343, 0.0000283,0.0947,0.786,173.734,198267,4,Angry
0.292,0.973,9,-2.958,1,0.161,0.0171, 0.00000242,0.902,0.378,136.797,278600,4,Angry
0.537,0.736,10,-4.721,0,0.0284,0.000659, 0.00281,0.15,0.227,113.933,257307,4,Angry
0.462,0.913,6,-3.55,1,0.0469,0.0000872, 0,0.181,0.498,94.998,223933,4,Angry
0.509,0.774,6,-4.054,1,0.0338,0.00189, 0.000549,0.143,0.0824,116.529,264707,4,Angry
0.396,0.905,2,-3.948,1,0.0467,0.00415, 0,0.42,0.514,151.503,199813,4,Angry
0.531,0.836,11,-5.204,0,0.101,0.00109, 0,0.0447,0.637,169.171,208693,4,Angry
0.51,0.881,5,-3.718,0,0.0332,0.00839, 0,0.122,0.385,100.002,191653,4,Angry
0.405,0.962,11,-4.894,1,0.0842,0.000213, 0.00000231,0.108,0.489,170.023,190133,4,Angry
0.552,0.988,1,-2.555,0,0.0787,0.000108, 0.309,0.846,0.619,139.941,229840,4,Angry
0.453,0.982,7,-3.477,1,0.0795,0.0000441, 0.0000504,0.358,0.424,114.5,228728,4,Angry
0.377,0.981,5,-3.091,1,0.0894,0.00009, 0.00119,0.351,0.472,172.068,205145,4,Angry
0.523,0.919,5,-3.771,1,0.0383,0.0000458, 0.0000045,0.168,0.385,110.017,194147,4,Angry
0.434,0.763,0,-4.123,1,0.0327,0.0283, 0,0.153,0.249,138.941,191907,4,Angry
0.519,0.892,11,-5.285,0,0.113,0.000456, 0.000525,0.572,0.559,174.027,190707,4,Angry
0.553,0.9,3,-4.556,0,0.0584,0.0113, 0,0.322,0.398,105.213,219000,4,Angry
0.496,0.863,9,-4.153,1,0.0381,0.0046, 0,0.639,0.243,110.018,185587,4,Angry
0.492,0.646,10,-5.334,0,0.0303,0.00136, 0.0000221,0.121,0.214,112.228,253933,4,Angry
0.655,0.885,7,-4.116,1,0.0438,0.00117, 0.000473,0.0448,0.938,100.088,189293,4,Angry
0.483,0.787,4,-5.01,0,0.0301,0.000703, 0.00000335,0.257,0.185,102.374,275173,4,Angry
0.432,0.922,8,-4.295,1,0.0803,0.000208, 0.00405,0.0929,0.389,140.012,229387,4,Angry
0.509,0.981,3,-4.428,0,0.141,0.000481, 0.00508,0.145,0.242,140.02,224427,4,Angry
0.447,0.773,7,-3.712,1,0.0321,0.00548, 0,0.168,0.142,139.986,265013,4,Angry
0.455,0.766,8,-3.801,1,0.0322,0.00199, 0,0.0955,0.444,163.861,221680,4,Angry
0.498,0.975,6,-4.372,1,0.074,0.000223, 0.00000228,0.0999,0.336,100.014,219720,4,Angry
0.493,0.841,6,-5.131,1,0.0399,0.00187, 0.000455,0.079,0.14,159.993,291480,4,Angry
0.274,0.652,5,-6.196,0,0.0625,0.00768, 0.0000642,0.108,0.1,173.009,288036,4,Angry
0.522,0.931,0,-4.32,0,0.0885,0.00159, 0,0.57,0.367,134.103,196373,4,Angry
0.414,0.921,7,-5.034,0,0.0533,0.000997, 0.00000731,0.201,0.256,158.631,239693,4,Angry
0.473,0.643,4,-4.67,1,0.0293,0.0134, 0,0.16,0.0781,82.95,232800,4,Angry
0.404,0.878,5,-4.657,1,0.0589,0.00836, 0,0.409,0.393,132.149,257453,4,Angry
0.553,0.977,9,-4.71,0,0.103,0.000833, 0.0635,0.0275,0.232,136.049,236293,4,Angry
0.531,0.979,11,-4.686,0,0.0663,0.00000766, 0.0196,0.0944,0.472,110.023,220413,4,Angry
0.475,0.941,6,-3.969,0,0.0493,0.000173, 0,0.0444,0.509,88.95,178853,4,Angry
0.361,0.98,3,-3.375,0,0.0979,0.000105, 0.00000284,0.0218,0.426,167.992,247613,4,Angry
0.389,0.964,1,-4.082,0,0.11,0.00282, 0,0.0777,0.358,170.08,218440,4,Angry
0.434,0.868,9,-3.503,1,0.0366,0.0199, 0,0.162,0.366,162.969,232813,5,Angry
0.453,0.982,7,-3.477,1,0.0795,0.0000441, 0.0000504,0.358,0.424,114.5,228728,4,Angry
0.526,0.975,1,-3.853,0,0.078,0.000404, 0.00000177,0.3,0.427,102.99,196893,4,Angry
0.48,0.975,10,-4.278,1,0.0446,0.000358, 0.0000408,0.0863,0.443,131.582,228912,4,Angry
0.553,0.853,8,-3.668,1,0.0339,0.000684, 0,0.126,0.506,122.023,231400,4,Angry
0.578,0.897,0,-3.906,1,0.0357,0.000666, 0,0.0924,0.737,115.491,193107,4,Angry
0.481,0.82,8,-3.508,1,0.031,0.00858, 0,0.0756,0.345,139.936,243000,4,Angry
0.548,0.911,10,-3.701,1,0.0397,0.000345, 0,0.23,0.654,128.036,173173,4,Angry
0.509,0.992,0,-3.099,0,0.0724,0.0000705, 0.158,0.35,0.479,119.957,182160,4,Angry
0.524,0.976,1,-3.751,1,0.0459,0.00357, 0,0.102,0.388,122.011,227187,4,Angry
0.433,0.914,11,-3.4,1,0.0985,0.00301, 0,0.296,0.635,163.759,230093,4,Angry
0.478,0.943,8,-3.498,1,0.0826,0.000494, 0.000012,0.128,0.439,95.032,220600,4,Angry
0.57,0.921,4,-3.892,0,0.0724,0.0127, 0,0.818,0.381,87.938,260787,4,Angry
0.438,0.935,9,-3.551,1,0.182,0.000248, 0,0.118,0.595,149.02,203160,4,Angry
0.391,0.963,10,-4.378,0,0.0773,0.0000586, 0.0689,0.14,0.364,167.065,200547,4,Angry
0.481,0.791,0,-5.456,0,0.0597,0.00315, 0.000112,0.124,0.287,153.026,273040,4,Angry
0.425,0.852,0,-5.977,1,0.0525,0.000028, 0.118,0.377,0.138,147.013,345529,4,Angry
0.563,0.86,8,-7.533,1,0.0621,0.00834, 0.0106,0.39,0.517,97.867,256240,4,Angry
0.567,0.946,2,-3.973,0,0.0935,0.00267, 0,0.0567,0.699,94.985,245573,4,Angry
0.497,0.982,8,-3.272,1,0.108,0.00000905, 0,0.0939,0.183,109.911,259960,4,Angry
0.529,0.967,1,-3.647,0,0.0508,0.114, 0,0.61,0.596,140.127,166373,4,Angry
0.48,0.692,5,-5.739,0,0.0271,0.00103, 0,0.41,0.351,149.856,258533,4,Angry
0.566,0.848,7,-4.103,1,0.0376,0.0201, 0,0.216,0.268,117.02,185760,4,Angry
0.416,0.741,7,-4.001,1,0.0335,0.00804, 0,0.273,0.286,160.515,202973,4,Angry
0.321,0.82,0,-4.459,0,0.0422,0.00305, 0,0.34,0.198,166.859,249320,4,Angry
0.409,0.761,2,-4.514,1,0.031,0.0175, 0,0.114,0.271,155.901,221093,4,Angry
0.429,0.889,6,-3.855,1,0.0786,0.00238, 0,0.13,0.284,95.07,214787,3,Angry
0.289,0.955,0,-2.76,0,0.0966,0.0000168, 0.0000357,0.152,0.252,163.947,228213,4,Angry
0.407,0.896,6,-2.935,1,0.063,0.012, 0,0.196,0.156,138.697,243573,3,Angry
0.484,0.932,5,-4.454,1,0.0619,0.00249, 0.00000362,0.211,0.346,140.996,211187,4,Angry
0.468,0.962,4,-2.867,0,0.0904,0.00169, 0.00476,0.11,0.245,77,247400,4,Angry
0.644,0.946,4,-2.486,1,0.0669,0.000308, 0.0969,0.0226,0.85,132.973,180560,4,Angry
0.457,0.922,10,-4.344,0,0.056,0.000142, 0.00000281,0.0777,0.386,97.009,217160,4,Angry
0.548,0.95,2,-3.532,0,0.0562,0.000172, 0.0046,0.251,0.586,100.004,218572,4,Angry
0.527,0.949,6,-4.516,1,0.13,0.00000472, 0.00314,0.144,0.322,140.186,208667,4,Angry
0.399,0.963,2,-3.28,0,0.122,0.000244, 0.00000516,0.279,0.294,148.892,230091,4,Angry
0.439,0.915,2,-7.078,0,0.0745,0.000184, 0.000899,0.326,0.34,91.993,265435,4,Angry
0.519,0.971,7,-3.403,1,0.0977,0.00424, 0.00000626,0.651,0.49,138.059,271933,4,Angry
0.431,0.908,11,-3.732,0,0.0388,0.00466, 0,0.0693,0.317,172.164,204787,4,Angry
0.476,0.936,0,-4.906,0,0.0645,0.0000257, 0.000729,0.255,0.385,141.959,221747,4,Angry
0.425,0.96,2,-4.61,0,0.0561,0.0000104, 0.00000141,0.158,0.45,149.938,200133,4,Angry
0.328,0.635,4,-6.772,1,0.0786,0.002, 0.0000184,0.108,0.0484,74.965,262689,4,Angry
0.505,0.927,2,-6.16,1,0.0467,0.0000473, 0.0133,0.0745,0.471,134.057,296040,4,Angry
0.485,0.898,4,-3.75,1,0.0568,0.000776, 0.00244,0.642,0.494,99.983,198680,4,Angry
0.366,0.949,5,-3.676,0,0.185,0.000998, 0.0000134,0.0818,0.321,184.91,187293,4,Angry
0.419,0.96,7,-4.417,1,0.0718,0.000572, 0,0.366,0.191,104.857,245640,3,Angry
0.47,0.889,6,-3.879,1,0.0747,0.00442, 0.00000247,0.379,0.295,164.111,199680,4,Angry
0.212,0.924,7,-3.349,0,0.135,0.000729, 0.00000223,0.0831,0.244,162.128,348387,4,Angry
0.648,0.83,1,-5.71,1,0.0722,0.00161, 0.06,0.12,0.276,115.089,254760,4,Angry
0.546,0.959,8,-4.664,1,0.082,0.00018, 0.00144,0.0584,0.416,127.831,207213,4,Angry
0.421,0.867,1,-3.583,1,0.0384,0.000673, 0.000104,0.0874,0.169,142.011,209267,4,Angry
0.615,0.949,8,-3.52,1,0.0549,0.00131, 0.00000304,0.0585,0.586,131.985,193893,4,Angry
0.351,0.869,5,-4.035,0,0.0509,0.00014, 0.000206,0.0886,0.355,182.811,218467,4,Angry
0.398,0.381,11,-11.292,1,0.033,0.527, 0.704,0.137,0.0462,55.483,200286,4,Chill
0.529,0.396,0,-15.205,1,0.029,0.654, 0.891,0.0998,0.0483,127.969,251250,4,Chill
0.454,0.19,0,-18.005,1,0.0365,0.929, 0.933,0.36,0.0735,130.06,268630,4,Chill
0.554,0.304,6,-12.219,1,0.0291,0.83, 0.648,0.157,0.088,130.214,302779,3,Chill
0.581,0.529,11,-10.564,0,0.0303,0.403, 0.504,0.108,0.33,141.962,211304,4,Chill
0.302,0.418,10,-11.943,0,0.0513,0.545, 0.941,0.137,0.0391,89.956,267347,4,Chill
0.459,0.555,5,-6.933,0,0.0317,0.0231, 0.806,0.291,0.108,140.005,196080,4,Chill
0.244,0.327,9,-12.903,0,0.0334,0.924, 0.814,0.134,0.123,130.002,321245,4,Chill
0.379,0.686,9,-8.313,0,0.0333,0.332, 0.805,0.127,0.238,82.015,247101,4,Chill
0.43,0.724,0,-7.004,1,0.0324,0.6, 0.866,0.226,0.17,140.002,226294,4,Chill
0.495,0.293,10,-14.491,1,0.0433,0.0449, 0.154,0.36,0.0572,119.877,304010,4,Chill
0.505,0.376,7,-15.031,1,0.0347,0.0148, 0.907,0.123,0.0369,139.968,248571,4,Chill
0.581,0.529,11,-10.564,0,0.0303,0.403, 0.504,0.108,0.33,141.962,211304,4,Chill
0.554,0.304,6,-12.219,1,0.0291,0.83, 0.648,0.157,0.088,130.214,302779,3,Chill
0.677,0.155,2,-14.575,1,0.0291,0.918, 0.0163,0.0792,0.21,129.97,269505,3,Chill
0.687,0.571,5,-9.36,0,0.126,0.0141, 0.41,0.0985,0.2,75.055,180098,4,Chill
0.575,0.583,11,-8.146,1,0.0789,0.0513, 0.0000195,0.101,0.064,120.093,250000,4,Chill
0.244,0.327,9,-12.903,0,0.0334,0.924, 0.814,0.134,0.123,130.002,321245,4,Chill
0.473,0.841,8,-5.357,0,0.0373,0.000306, 0.861,0.168,0.0404,173.004,257042,4,Chill
0.433,0.668,6,-7.773,0,0.0296,0.0067, 0.294,0.262,0.078,140.037,270866,4,Chill
0.454,0.19,0,-18.005,1,0.0365,0.929, 0.933,0.36,0.0735,130.06,268630,4,Chill
0.398,0.633,0,-7.035,1,0.0411,0.0016, 0.471,0.22,0.0392,130.028,216010,4,Chill
0.445,0.48,9,-8.677,0,0.0556,0.247, 0.00202,0.0495,0.194,119.971,205010,4,Chill
0.378,0.533,1,-7.858,0,0.036,0.354, 0.394,0.104,0.141,130.279,299077,4,Chill
0.492,0.763,0,-5.946,1,0.0383,0.336, 0.83,0.198,0.0662,178.075,273544,4,Chill
0.447,0.408,7,-14.499,1,0.0327,0.693, 0.863,0.0846,0.0317,99.97,213626,4,Chill
0.422,0.157,9,-16.756,0,0.0444,0.798, 0.0000218,0.15,0.0944,129.926,243692,4,Chill
0.506,0.302,2,-14.416,1,0.0312,0.504, 0.655,0.114,0.157,149.965,235159,3,Chill
0.283,0.229,3,-23.016,0,0.0479,0.919, 0.756,0.338,0.0525,75.088,409627,4,Chill
0.557,0.318,6,-12.077,1,0.0305,0.0578, 0.0317,0.13,0.11,139.978,271714,4,Chill
0.495,0.293,10,-14.491,1,0.0433,0.0449, 0.154,0.36,0.0572,119.877,304010,4,Chill
0.379,0.686,9,-8.313,0,0.0333,0.332, 0.805,0.127,0.238,82.015,247101,4,Chill
0.557,0.318,6,-12.077,1,0.0305,0.0578, 0.0317,0.13,0.11,139.978,271714,4,Chill
0.505,0.376,7,-15.031,1,0.0347,0.0148, 0.907,0.123,0.0369,139.968,248571,4,Chill
0.784,0.658,1,-6.681,0,0.0545,0.168, 0.00000765,0.0801,0.88,95.982,217519,4,Chill
0.656,0.821,7,-9.146,1,0.116,0.00176, 0.759,0.21,0.0859,140.046,221357,4,Chill
0.607,0.351,2,-11.267,1,0.0338,0.0684, 0.0176,0.0902,0.123,120.021,224577,4,Chill
0.341,0.392,11,-14.965,0,0.0553,0.00331, 0.799,0.736,0.0302,135.052,341405,4,Chill
0.589,0.211,2,-17.308,0,0.0303,0.852, 0.88,0.117,0.0782,125.993,247180,4,Chill
0.435,0.305,6,-18.367,0,0.0475,0.618, 0.815,0.243,0.0382,139.96,267433,4,Chill
0.591,0.365,5,-12.594,0,0.0372,0.193, 0.731,0.104,0.0372,116.012,275009,4,Chill
0.403,0.26,9,-18.341,0,0.0356,0.839, 0.611,0.153,0.0457,109.839,253102,4,Chill
0.289,0.29,7,-15.346,1,0.0373,0.411, 0.726,0.359,0.0385,75.992,249606,3,Chill
0.264,0.184,7,-21.562,0,0.0357,0.94, 0.958,0.123,0.032,108.615,401477,3,Chill
0.411,0.925,2,-2.882,0,0.0399,0.000354, 0.156,0.0931,0.0783,175.045,316629,4,Chill
0.656,0.821,7,-9.146,1,0.116,0.00176, 0.759,0.21,0.0859,140.046,221357,4,Chill
0.478,0.62,2,-6.801,1,0.036,0.000382, 0.834,0.095,0.0377,174.053,303455,4,Chill
0.745,0.692,1,-5.231,0,0.0356,0.0394, 0,0.0819,0.361,100.031,206412,4,Chill
0.335,0.888,0,-5.395,0,0.0887,0.14, 0.604,0.171,0.149,139.77,252590,4,Chill
0.397,0.734,8,-6.677,0,0.062,0.129, 0.234,0.174,0.264,75.058,218625,4,Chill
0.753,0.609,5,-9.249,0,0.0418,0.716, 0.0386,0.112,0.0694,104.963,186000,4,Chill
0.652,0.581,9,-8.511,1,0.0353,0.337, 0.000101,0.0857,0.456,139.982,228004,4,Chill
0.477,0.654,0,-8.991,1,0.0536,0.0926, 0.000915,0.111,0.0952,174.947,253079,4,Chill
0.572,0.951,11,-3.327,0,0.0422,0.207, 0.0887,0.115,0.479,150.021,201612,4,Chill
0.254,0.519,2,-9.049,0,0.0634,0.0992, 0.0229,0.0541,0.0794,109.995,273180,4,Chill
0.741,0.808,6,-4.434,0,0.0439,0.00911, 0.0000146,0.609,0.415,99.984,184812,4,Chill
0.491,0.887,4,-4.563,0,0.0545,0.000548, 0.00414,0.632,0.29,74.901,201600,4,Chill
0.705,0.588,4,-8.665,1,0.14,0.413, 0.000919,0.16,0.315,112.024,280640,4,Chill
0.455,0.505,9,-6.838,1,0.0276,0.0377, 0.452,0.296,0.056,87.972,237287,4,Chill
0.449,0.764,6,-6.06,0,0.176,0.403, 0,0.309,0.228,124.445,205364,4,Chill
0.485,0.673,9,-6.04,1,0.0409,0.167, 0.0229,0.181,0.0746,139.996,233143,4,Chill
0.55,0.396,8,-12.643,0,0.0332,0.915, 0.648,0.265,0.234,92.994,190387,4,Chill
0.598,0.517,3,-9.468,0,0.0332,0.28, 0.636,0.115,0.167,145.053,220160,4,Chill
